id,Location,return_date,start_ date,FF2,item_description,quantity,cost_amount
240,2790_1516 INT SCHMIDT HOME,2011/5/19,2011/4/19,TAX,2X WOOD TBLS_REN INTERIORS,0,23.19
241,2790_1516 INT SCHMIDT HOME,2011/5/19,2011/4/19,LP,ANTIQUE PINE CABNT_REN INTERIO,1,750
242,2790_1516 INT SCHMIDT HOME,2011/5/19,2011/4/19,TAX,ANTIQUE PINE CABNT_REN INTERIO,0,65.63
243,2790_1516 INT SCHMIDT HOME,2011/5/19,2011/4/19,LP,NEEDLEPNT PRIEST_REN INTERIORS,1,95
244,2790_1516 INT SCHMIDT HOME,2011/5/19,2011/4/19,TAX,NEEDLEPNT PRIEST_REN INTERIORS,0,8.31
245,2790_1516 INT SCHMIDT HOME,2011/6/12,2011/5/12,XX,TERRACOTTA VASE _ DOUGLAS FIR,1,230
246,2790_1516 INT SCHMIDT HOME,2011/6/12,2011/5/12,XX,DESERT SCENE PRINT _ DOUGLAS F,0,295
247,2790_1516 INT SCHMIDT HOME,2011/6/24,2011/5/24,LP,OPEN CAPE COD DISPLAY_C.S.F.,4,995
248,2790_1516 INT SCHMIDT HOME,2011/6/24,2011/5/24,TAX,OPEN CAPE COD DISPLAY_C.S.F.,0,87.06
249,2790_1516 INT SCHMIDT HOME,2011/6/24,2011/5/24,LP,ARIES 3 DRWR CHEST_C.S.F.,1,320
250,2790_1516 INT SCHMIDT HOME,2011/6/24,2011/5/24,TAX,ARIES 3 DRWR CHEST_C.S.F.,0,28
251,2790_1516 INT SCHMIDT HOME,2011/6/24,2011/5/24,LP,LAMP_CHRISTIAN ST FURN.,14,195
252,2790_1516 INT SCHMIDT HOME,2011/6/24,2011/5/24,TAX,LAMP_CHRISTIAN ST FURN.,0,17.06
253,2790_1516 INT SCHMIDT HOME,2011/6/24,2011/5/24,LP,HAMPTON CONSOLE TBL_CHRISTIAN,1,695
254,2790_1516 INT SCHMIDT HOME,2011/6/24,2011/5/24,TAX,HAMPTON CONSOLE TBL_CHRISTIAN,0,60.82
255,2790_1516 INT SCHMIDT HOME,2011/6/24,2011/5/24,LP,GOLD GYM STATIONARY BIKE_WALMA,1,247
256,2790_1516 INT SCHMIDT HOME,2011/6/24,2011/5/24,TAX,GOLD GYM STATIONARY BIKE_WALMA,0,22.23
257,2790_1516 INT SCHMIDT HOME,2011/6/24,2011/5/24,LP,2X ROCKFORD CHAIR_C.S.F.,1,2068.96
258,2790_1516 INT SCHMIDT HOME,2011/6/24,2011/5/24,TAX,2X ROCKFORD CHAIR_C.S.F.,0,181.03
259,2790_1516 INT SCHMIDT HOME,2011/6/24,2011/5/24,LP,STEVEN SHELL DESK_C.S.F.,1,295
260,2790_1516 INT SCHMIDT HOME,2011/6/24,2011/5/24,TAX,STEVEN SHELL DESK_C.S.F.,0,25.82
261,2790_1516 INT SCHMIDT HOME,2011/6/26,2011/5/26,XX,CLOTH VALANCE BNNR CREATIONS,1,174
262,2790_1516 INT SCHMIDT HOME,2011/6/26,2011/5/26,XX,PREP PRINT FOR VALANCE,0,40
263,2790_1516 INT SCHMIDT HOME,2011/6/12,2011/6/2,LP,2X MADERA END TBLS_COSTPLUS,1,279.98
264,2790_1516 INT SCHMIDT HOME,2011/6/12,2011/6/2,TAX,2X MADERA END TBLS_COSTPLUS,0,24.5
265,2790_1516 INT SCHMIDT HOME,2011/6/12,2011/6/2,LP,KITCHEN AID 5SPD BLENDER_BBB,4,99.99
266,2790_1516 INT SCHMIDT HOME,2011/6/12,2011/6/2,TAX,KITCHEN AID 5SPD BLENDER_BBB,0,8.75
267,2790_1516 INT SCHMIDT HOME,2011/6/18,2011/6/8,LP,5X CANE CHRS_COSTPLUP,10,649.95
268,2790_1516 INT SCHMIDT HOME,2011/6/18,2011/6/8,TAX,5X CANE CHRS_COSTPLUP,0,56.87
269,2790_1516 INT SCHMIDT HOME,2011/6/18,2011/6/8,LP,KENSINGTON DIN TBL_COSTPLUS,1,499.99
270,2790_1516 INT SCHMIDT HOME,2011/6/18,2011/6/8,TAX,KENSINGTON DIN TBL_COSTPLUS,0,43.75
271,2790_1516 INT SCHMIDT HOME,2011/6/18,2011/6/8,LP,4X6 GRY/BLU KILIM RUG_COSTPLUS,1,149.99
272,2790_1516 INT SCHMIDT HOME,2011/6/18,2011/6/8,TAX,4X6 GRY/BLU KILIM RUG_COSTPLUS,0,13.12
273,2790_1516 INT SCHMIDT HOME,2011/6/19,2011/6/9,LP,1X DGTL SCN W/CLR  UPTOWN GRP,1,150
274,2790_1516 INT SCHMIDT HOME,2011/6/19,2011/6/9,TAX,1X DGTL SCN W/CLR  UPTOWN GRP,0,13.5
275,2790_1516 INT SCHMIDT HOME,2011/6/19,2011/6/9,LP,5X 49X36 CNVS PRNTS  UPTOWN GR,1,735
276,2790_1516 INT SCHMIDT HOME,2011/6/19,2011/6/9,TAX,5X 49X36 CNVS PRNTS  UPTOWN GR,0,66.15
277,2790_1516 INT SCHMIDT HOME,2011/6/18,2011/6/10,LP,RND SIDETBLE_POTTERYBARN,2,199.2
278,2790_1516 INT SCHMIDT HOME,2011/6/18,2011/6/10,TAX,RND SIDETBLE_POTTERYBARN,0,17.43
279,2790_1516 INT SCHMIDT HOME,2011/6/18,2011/6/10,LP,RUSTIC SIDETBLE_POTTERYBARN,1,319.2
280,2790_1516 INT SCHMIDT HOME,2011/6/18,2011/6/10,TAX,RUSTIC SIDETBLE_POTTERYBARN,0,27.93
281,2790_1516 INT SCHMIDT HOME,2011/6/18,2011/6/10,LP,RND TABLE LAMP_POTTERYBARN,2,170
282,2790_1516 INT SCHMIDT HOME,2011/6/18,2011/6/10,TAX,RND TABLE LAMP_POTTERYBARN,0,14.88
283,2790_1516 INT SCHMIDT HOME,2011/6/18,2011/6/10,LP,SIENNA FLR LAMP_POTTERYBARN,2,170
284,2790_1516 INT SCHMIDT HOME,2011/6/18,2011/6/10,TAX,SIENNA FLR LAMP_POTTERYBARN,0,14.88
285,2790_1516 INT SCHMIDT HOME,2011/6/18,2011/6/10,LP,TWIN BOX SPNG/MATTRESS,4,100
286,2790_1516 INT SCHMIDT HOME,2011/6/18,2011/6/10,TAX,TWIN BOX SPNG/MATTRESS,0,8.75
287,2790_1516 INT SCHMIDT HOME,2011/7/14,2011/6/14,LP,RND TABLE LAMP_POTTERY BARN,3,170
288,2790_1516 INT SCHMIDT HOME,2011/7/14,2011/6/14,TAX,RND TABLE LAMP_POTTERY BARN,0,14.88
289,2790_1516 INT SCHMIDT HOME,2011/7/14,2011/6/14,LP,1X PAPER CUTTER_DAVID ART CNTR,1,115.95
290,2790_1516 INT SCHMIDT HOME,2011/7/14,2011/6/14,TAX,1X PAPER CUTTER_DAVID ART CNTR,0,10.15
305,2790_1517 INT SCHMIDTINCHS BEDROOM (STG),2011/4/18,2011/4/8,LP,MARTIN GUITAR_GUITAR CNTR,1,499.99
306,2790_1517 INT SCHMIDTINCHS BEDROOM (STG),2011/4/18,2011/4/8,TAX,MARTIN GUITAR_GUITAR CNTR,0,43.75
307,2790_1517 INT SCHMIDTINCHS BEDROOM (STG),2011/4/18,2011/4/8,LP,BK CAKE SELECTED SONGS GUITA,1,21.95
308,2790_1517 INT SCHMIDTINCHS BEDROOM (STG),2011/4/18,2011/4/8,TAX,BK CAKE SELECTED SONGS GUITA,0,1.92
309,2790_1517 INT SCHMIDTINCHS BEDROOM (STG),2011/4/18,2011/4/8,LP,BK BEATLES ACOUSTIC GUITAR,1,22.95
310,2790_1517 INT SCHMIDTINCHS BEDROOM (STG),2011/4/18,2011/4/8,TAX,BK BEATLES ACOUSTIC GUITAR,0,2.01
311,2790_1517 INT SCHMIDTINCHS BEDROOM (STG),2011/4/18,2011/4/8,LP,BK DEFINITIVE BOB DYLAN GUITA,1,39.95
312,2790_1517 INT SCHMIDTINCHS BEDROOM (STG),2011/4/18,2011/4/8,TAX,BK DEFINITIVE BOB DYLAN GUITA,0,3.5
313,2790_1517 INT SCHMIDTINCHS BEDROOM (STG),2011/5/5,2011/4/28,LP,5INCH ALOHA TUB_HOME DEPOT,1,129
314,2790_1517 INT SCHMIDTINCHS BEDROOM (STG),2011/5/5,2011/4/28,TAX,5INCH ALOHA TUB_HOME DEPOT,0,11.61
315,2790_1517 INT SCHMIDTINCHS BEDROOM (STG),2011/5/5,2011/4/28,LP,CADET BONE TOILET_HOME DEPOT,1,168
316,2790_1517 INT SCHMIDTINCHS BEDROOM (STG),2011/5/5,2011/4/28,TAX,CADET BONE TOILET_HOME DEPOT,0,15.12
317,2790_1517 INT SCHMIDTINCHS BEDROOM (STG),2011/5/17,2011/5/12,LP,BUD LIGHT SIGN_MAGAZINE ANTIQU,15,100
318,2790_1517 INT SCHMIDTINCHS BEDROOM (STG),2011/5/17,2011/5/12,TAX,BUD LIGHT SIGN_MAGAZINE ANTIQU,0,9
319,2790_1517 INT SCHMIDTINCHS BEDROOM (STG),2011/5/17,2011/5/12,LP,CARVED WOOD MASK_MAGAZINE ANTI,1,110
320,2790_1517 INT SCHMIDTINCHS BEDROOM (STG),2011/5/17,2011/5/12,TAX,CARVED WOOD MASK_MAGAZINE ANTI,0,9.9
321,2790_1517 INT SCHMIDTINCHS BEDROOM (STG),2011/5/29,2011/5/20,LP,150X PAPERBACKS,300,100.29
322,2790_1517 INT SCHMIDTINCHS BEDROOM (STG),2011/5/29,2011/5/20,TAX,150X PAPERBACKS,0,9.02
323,2790_1517 INT SCHMIDTINCHS BEDROOM (STG),2011/5/29,2011/5/24,LP,5DWR CHEST_COMPASS,1,1299.99
324,2790_1517 INT SCHMIDTINCHS BEDROOM (STG),2011/5/29,2011/5/24,TAX,5DWR CHEST_COMPASS,0,113.75
325,2790_1517 INT SCHMIDTINCHS BEDROOM (STG),2011/5/29,2011/5/24,LP,TRUNDLE BED_COMPASS,1,149.99
326,2790_1517 INT SCHMIDTINCHS BEDROOM (STG),2011/5/29,2011/5/24,TAX,TRUNDLE BED_COMPASS,0,13.12
327,2790_1517 INT SCHMIDTINCHS BEDROOM (STG),2011/5/29,2011/5/24,LP,BUNKBED_COMPASS,1,149.99
328,2790_1517 INT SCHMIDTINCHS BEDROOM (STG),2011/5/29,2011/5/24,TAX,BUNKBED_COMPASS,0,13.13
329,2790_1517 INT SCHMIDTINCHS BEDROOM (STG),2011/5/29,2011/5/24,LP,ELLYPTICAL MACHINE_SPRTS AUTH,1,337.48
330,2790_1517 INT SCHMIDTINCHS BEDROOM (STG),2011/5/29,2011/5/24,TAX,ELLYPTICAL MACHINE_SPRTS AUTH,0,29.53
513,2790_1521 EXT/INT ERICINCHS HOUSE,2011/5/29,2011/5/12,LP,AIDEN CONSOLE TBL_COSTPLUS,1,250.13
514,2790_1521 EXT/INT ERICINCHS HOUSE,2011/5/29,2011/5/12,LP,AIDEN CONSOLE TBL_COSTPLUS,0,250.12
515,2790_1521 EXT/INT ERICINCHS HOUSE,2011/5/29,2011/5/12,TAX,AIDEN CONSOLE TBL_COSTPLUS,1,21.89
516,2790_1521 EXT/INT ERICINCHS HOUSE,2011/5/29,2011/5/12,TAX,AIDEN CONSOLE TBL_COSTPLUS,0,21.89
517,2790_1521 EXT/INT ERICINCHS HOUSE,2011/5/29,2011/5/12,LP,CAMPAIGN DESK_COST PLUS,1,205.46
518,2790_1521 EXT/INT ERICINCHS HOUSE,2011/5/29,2011/5/12,TAX,CAMPAIGN DESK_COST PLUS,0,17.98
519,2790_1521 EXT/INT ERICINCHS HOUSE,2011/5/29,2011/5/12,LP,CAMPAIGN BOOKSHELF_COSTPLUS,1,250.12
520,2790_1521 EXT/INT ERICINCHS HOUSE,2011/5/29,2011/5/12,TAX,CAMPAIGN BOOKSHELF_COSTPLUS,0,21.89
521,2790_1521 EXT/INT ERICINCHS HOUSE,2011/5/29,2011/5/12,LP,YLLW ACCENT TBL_PIER 1,1,119.95
522,2790_1521 EXT/INT ERICINCHS HOUSE,2011/5/29,2011/5/12,TAX,YLLW ACCENT TBL_PIER 1,0,10.5
523,2790_1521 EXT/INT ERICINCHS HOUSE,2011/5/29,2011/5/12,LP,BRN COFFEE TBL_COMPASS,1,149.99
524,2790_1521 EXT/INT ERICINCHS HOUSE,2011/5/29,2011/5/12,TAX,BRN COFFEE TBL_COMPASS,0,13.12
525,2790_1521 EXT/INT ERICINCHS HOUSE,2011/5/29,2011/5/12,LP,JUNIPER TBL W/STOOLS_COMPASS,1,399.99
526,2790_1521 EXT/INT ERICINCHS HOUSE,2011/5/29,2011/5/12,TAX,JUNIPER TBL W/STOOLS_COMPASS,0,35
527,2790_1521 EXT/INT ERICINCHS HOUSE,2011/5/29,2011/5/12,LP,PALM TREE_COMPASS,1,309.99
528,2790_1521 EXT/INT ERICINCHS HOUSE,2011/5/29,2011/5/12,TAX,PALM TREE_COMPASS,0,27.12
529,2790_1521 EXT/INT ERICINCHS HOUSE,2011/5/29,2011/5/12,LP,LONG TBL W/LEAVES_COMPASS,1,429.99
530,2790_1521 EXT/INT ERICINCHS HOUSE,2011/5/29,2011/5/12,TAX,LONG TBL W/LEAVES_COMPASS,0,37.62
531,2790_1521 EXT/INT ERICINCHS HOUSE,2011/5/29,2011/5/12,LP,BUDDHIST SCULPTURE_COMPASS,1,99.99
532,2790_1521 EXT/INT ERICINCHS HOUSE,2011/5/29,2011/5/12,TAX,BUDDHIST SCULPTURE_COMPASS,0,8.75
533,2790_1521 EXT/INT ERICINCHS HOUSE,2011/5/29,2011/5/12,LP,FLOOR LAMP_COMPASS,6,239.99
534,2790_1521 EXT/INT ERICINCHS HOUSE,2011/5/29,2011/5/12,TAX,FLOOR LAMP_COMPASS,0,21
535,2790_1521 EXT/INT ERICINCHS HOUSE,2011/5/29,2011/5/12,LP,BRN RND CHAIR_COMPASS,1,449.99
536,2790_1521 EXT/INT ERICINCHS HOUSE,2011/5/29,2011/5/12,TAX,BRN RND CHAIR_COMPASS,0,39.37
537,2790_1521 EXT/INT ERICINCHS HOUSE,2011/6/10,2011/5/24,LP,SITTING BUDDA_C.S.F.,1,305
538,2790_1521 EXT/INT ERICINCHS HOUSE,2011/6/10,2011/5/24,TAX,SITTING BUDDA_C.S.F.,0,26.69
539,2790_1521 EXT/INT ERICINCHS HOUSE,2011/6/10,2011/5/26,LP,1X USED WASER  DAVES APP,1,116
540,2790_1521 EXT/INT ERICINCHS HOUSE,2011/6/10,2011/5/26,TAX,1X USED WASER  DAVES APP,0,10.44
541,2790_1521 EXT/INT ERICINCHS HOUSE,2011/6/10,2011/5/26,LP,1X USED DRYER  DAVES APP,1,116
542,2790_1521 EXT/INT ERICINCHS HOUSE,2011/6/10,2011/5/26,XX,BAMBOO BLINDS 104X120,15,490
543,2790_1521 EXT/INT ERICINCHS HOUSE,2011/6/10,2011/5/26,XX,BAMBOO BLINDS 103X120,4,490
544,2790_1521 EXT/INT ERICINCHS HOUSE,2011/6/10,2011/5/26,XX,4X BAMBOO BLINDS 72X120,8,"1,240"
545,2790_1521 EXT/INT ERICINCHS HOUSE,2011/6/10,2011/5/26,XX,BAMBOO BLINDS 48.5X120,1,280
546,2790_1521 EXT/INT ERICINCHS HOUSE,2011/6/10,2011/5/27,TAX,1X USED DRYER  DAVES APP,0,10.44
547,2790_1521 EXT/INT ERICINCHS HOUSE,2011/6/10,2011/6/2,LP,WICKER SETTEE_PIER 1,1,229.95
548,2790_1521 EXT/INT ERICINCHS HOUSE,2011/6/10,2011/6/2,TAX,WICKER SETTEE_PIER 1,0,20.12
549,2790_1521 EXT/INT ERICINCHS HOUSE,2011/6/25,2011/6/10,LP,3PC SECTIONAL SOFA_PIER 1,1,1349.85
550,2790_1521 EXT/INT ERICINCHS HOUSE,2011/6/25,2011/6/10,TAX,3PC SECTIONAL SOFA_PIER 1,0,118.11
551,2790_1521 EXT/INT ERICINCHS HOUSE,2011/6/25,2011/6/10,LP,CERAMIC STOOL_PIER 1,1,99.95
552,2790_1521 EXT/INT ERICINCHS HOUSE,2011/6/25,2011/6/10,TAX,CERAMIC STOOL_PIER 1,0,8.75
553,2790_1521 EXT/INT ERICINCHS HOUSE,2011/6/25,2011/6/10,LP,EPIPHONE GUITAR_GUITAR CNTR,1,119.99
554,2790_1521 EXT/INT ERICINCHS HOUSE,2011/6/25,2011/6/10,TAX,EPIPHONE GUITAR_GUITAR CNTR,0,10.5
555,2790_1521 EXT/INT ERICINCHS HOUSE,2011/6/25,2011/6/10,LP,LRG GOLD URN_PIER 1,1,159.95
556,2790_1521 EXT/INT ERICINCHS HOUSE,2011/6/25,2011/6/10,TAX,LRG GOLD URN_PIER 1,0,14
557,2790_1521 EXT/INT ERICINCHS HOUSE,2011/6/25,2011/6/10,LP,GLD PLATED VASE W/HANDLE_PIER1,1,159.95
558,2790_1521 EXT/INT ERICINCHS HOUSE,2011/6/25,2011/6/10,TAX,GLD PLATED VASE W/HANDLE_PIER1,0,14
559,2790_1523 INT ZACKINCHS (BASEMENT) RM (STG),2011/6/25,2011/6/8,LP,SONY DSC_W310 CMRA_RADIO SHACK,1,99.97
560,2790_1523 INT ZACKINCHS (BASEMENT) RM (STG),2011/6/25,2011/6/8,TAX,SONY DSC_W310 CMRA_RADIO SHACK,0,9
561,2790_1523 INT ZACKINCHS (BASEMENT) RM (STG),2011/6/25,2011/6/14,LP,1950INCHS KG HDBRD_RENAISSANCE,1,125
562,2790_1523 INT ZACKINCHS (BASEMENT) RM (STG),2011/6/25,2011/6/14,TAX,1950INCHS KG HDBRD_RENAISSANCE,0,10.94
563,2790_1523 INT ZACKINCHS (BASEMENT) RM (STG),2011/6/25,2011/6/14,LP,LRG LANTERN BOX_RENAISSANCE,1,125
564,2790_1523 INT ZACKINCHS (BASEMENT) RM (STG),2011/6/25,2011/6/14,TAX,LRG LANTERN BOX_RENAISSANCE,0,10.94
565,2790_1523 INT ZACKINCHS (BASEMENT) RM (STG),2011/6/25,2011/6/14,LP,2X 16 HANGING LAMP_LOWEINCHS,1,278
566,2790_1523 INT ZACKINCHS (BASEMENT) RM (STG),2011/6/25,2011/6/14,TAX,2X 16 HANGING LAMP_LOWEINCHS,0,24.33
567,2790_1523 INT ZACKINCHS (BASEMENT) RM (STG),2011/6/25,2011/6/14,LP,UTILITY SINK_LOWES,1,97.48
568,2790_1523 INT ZACKINCHS (BASEMENT) RM (STG),2011/6/25,2011/6/14,TAX,UTILITY SINK_LOWES,0,8.53
569,2790_1523 INT ZACKINCHS (BASEMENT) RM (STG),2011/7/2,2011/6/22,LP,1930INCHS TSK TBL LMP_RESTORE HRD,1,179
570,2790_1523 INT ZACKINCHS (BASEMENT) RM (STG),2011/7/2,2011/6/22,TAX,1930INCHS TSK TBL LMP_RESTORE HRD,0,15.66
571,2790_1523 INT ZACKINCHS (BASEMENT) RM (STG),2011/7/2,2011/6/22,LP,LRG CLOCHE GLOBE_RESTORE HRDWR,1,258.33
572,2790_1523 INT ZACKINCHS (BASEMENT) RM (STG),2011/7/2,2011/6/22,LP,BK PERIODIC TALES  A CLUTURE.,0,23.99
573,2790_1523 INT ZACKINCHS (BASEMENT) RM (STG),2011/7/2,2011/6/22,TAX,BK PERIODIC TALES  A CLUTURE.,0,2.1
574,2790_1523 INT ZACKINCHS (BASEMENT) RM (STG),2011/7/2,2011/6/22,LP,BK DOES GOD PLAY DICE B&N,1,22.45
575,2790_1523 INT ZACKINCHS (BASEMENT) RM (STG),2011/7/2,2011/6/22,TAX,BK DOES GOD PLAY DICE B&N,0,1.96
576,2790_1523 INT ZACKINCHS (BASEMENT) RM (STG),2011/7/2,2011/6/22,LP,BK GOD PARTICLE  IF THE UNI..,1,14.35
577,2790_1523 INT ZACKINCHS (BASEMENT) RM (STG),2011/7/2,2011/6/22,TAX,BK GOD PARTICLE  IF THE UNI..,0,1.26
578,2790_1523 INT ZACKINCHS (BASEMENT) RM (STG),2011/7/2,2011/6/22,LP,BK EULERINCHS GEM  THE POLYHED,1,22.36
579,2790_1523 INT ZACKINCHS (BASEMENT) RM (STG),2011/7/2,2011/6/22,TAX,BK EULERINCHS GEM  THE POLYHED,0,1.96
580,2790_1523 INT ZACKINCHS (BASEMENT) RM (STG),2011/7/2,2011/6/22,LP,BK SEX MURDER AND THE... B,1,21.59
581,2790_1523 INT ZACKINCHS (BASEMENT) RM (STG),2011/7/2,2011/6/22,TAX,BK SEX MURDER AND THE... B,0,1.88
582,2790_1523 INT ZACKINCHS (BASEMENT) RM (STG),2011/7/2,2011/6/22,LP,BK KABBALAH CODE B&N,1,18.36
583,2790_1523 INT ZACKINCHS (BASEMENT) RM (STG),2011/7/2,2011/6/22,TAX,BK KABBALAH CODE B&N,0,1.61
584,2790_1523 INT ZACKINCHS (BASEMENT) RM (STG),2011/7/2,2011/6/22,LP,BK PATHG OF SYNCHRONICITY B&,1,14.35
585,2790_1523 INT ZACKINCHS (BASEMENT) RM (STG),2011/7/2,2011/6/22,TAX,BK PATHG OF SYNCHRONICITY B&,0,1.26
586,2790_1523 INT ZACKINCHS (BASEMENT) RM (STG),2011/7/2,2011/6/22,LP,BK FREEING THE GENIE WITHIN,1,15.25
587,2790_1523 INT ZACKINCHS (BASEMENT) RM (STG),2011/7/2,2011/6/22,TAX,BK FREEING THE GENIE WITHIN,0,1.33
588,2790_1523 INT ZACKINCHS (BASEMENT) RM (STG),2011/7/2,2011/6/22,LP,BK BEFORE THE PYRAMIDS B&N,1,16.15
589,2790_1523 INT ZACKINCHS (BASEMENT) RM (STG),2011/7/2,2011/6/22,TAX,BK BEFORE THE PYRAMIDS B&N,0,1.41
590,2790_1523 INT ZACKINCHS (BASEMENT) RM (STG),2011/7/2,2011/6/22,LP,BK GREY ALIENS AND THE.... B,1,25.2
591,2790_1523 INT ZACKINCHS (BASEMENT) RM (STG),2011/7/2,2011/6/22,TAX,BK GREY ALIENS AND THE.... B,0,2.21
592,2790_1523 INT ZACKINCHS (BASEMENT) RM (STG),2011/7/2,2011/6/22,LP,BK THERE WERE GIANTS UPON..B,1,19.2
593,2790_1523 INT ZACKINCHS (BASEMENT) RM (STG),2011/7/2,2011/6/22,TAX,BK THERE WERE GIANTS UPON..B,0,1.68
594,2790_1523 INT ZACKINCHS (BASEMENT) RM (STG),2011/7/2,2011/6/22,LP,BK DARK MISSION  THE SECRET,1,23.35
595,2790_1523 INT ZACKINCHS (BASEMENT) RM (STG),2011/7/2,2011/6/22,TAX,BK DARK MISSION  THE SECRET,0,2.04
596,2790_1529 EXT THEATER,2011/7/2,2011/6/22,LP,MHGNY DONRAD DESK_COST PLUS,1,251.99
597,2790_1529 EXT THEATER,2011/7/2,2011/6/22,TAX,MHGNY DONRAD DESK_COST PLUS,0,22.05
598,2790_1529 EXT THEATER,2011/7/2,2011/6/22,TAX,MED MHGNY DONRAD DESK_COST PLU,0,126
599,2790_1529 EXT THEATER,2011/7/2,2011/6/22,TAX,MED MHGNY DONRAD DESK_COST PLU,0,11.03
600,2790_1529 EXT THEATER,2011/7/2,2011/6/22,LP,2X SM DINING TBLS_COST PLUS,1,359.98
601,2790_1529 EXT THEATER,2011/7/2,2011/6/22,TAX,2X SM DINING TBLS_COST PLUS,0,31.5
602,2790_1533 INT A.P. CHEMISTRY CLASS,2011/7/2,2011/6/14,LP,PSTR_CHART OF E/M SPECTRUM,1,91.15
603,2790_1533 INT A.P. CHEMISTRY CLASS,2011/7/2,2011/6/14,TAX,PSTR_CHART OF E/M SPECTRUM,0,8.21
604,2790_1533 INT A.P. CHEMISTRY CLASS,2011/7/2,2011/6/14,TAX,PSTR_METRIC WALL CHART,0,8.75
605,2790_1533 INT A.P. CHEMISTRY CLASS,2011/7/2,2011/6/14,LP,PSTR_METRIC WALL CHART,1,97.15
606,2790_1533 INT A.P. CHEMISTRY CLASS,2011/7/2,2011/6/23,LP,96X48 DRY ERASE BOARD IVES,1,289.99
607,2790_1533 INT A.P. CHEMISTRY CLASS,2011/7/2,2011/6/23,TAX,96X48 DRY ERASE BOARD IVES,0,26.1
608,2790_1535 INT BOYS BATHROOM,2011/7/2,2011/6/23,LP,1X ACRYLIC MIRROR MCMSTR CARR,1,193.96
609,2790_1535 INT BOYS BATHROOM,2011/7/2,2011/6/23,TAX,1X ACRYLIC MIRROR MCMSTR CARR,0,15.23
610,2790_1539 INT/EXT HALLWAYS SAGAN H.S.,2011/7/9,2011/6/29,LP,8X PLSTC BENCHES MCMSTR CARR,1,2686.26
611,2790_1539 INT/EXT HALLWAYS SAGAN H.S.,2011/7/9,2011/6/29,TAX,8X PLSTC BENCHES MCMSTR CARR,0,219.2
612,2790_1542 EXT METROPOLITAN GATEWAY HOTEL,2011/7/2,2011/6/22,LP,GRY 12X24 CARPET RUNNER,1,494.08
613,2790_1542 EXT METROPOLITAN GATEWAY HOTEL,2011/7/2,2011/6/22,TAX,GRY 12X24 CARPET RUNNER,0,36.23
614,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/4/20,2011/3/30,LP,BRASS_MARBLE FLR LAMP,1,150
615,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/4/20,2011/3/30,TAX,BRASS_MARBLE FLR LAMP,0,13.13
616,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/4/20,2011/3/30,LP,LOFT INDSTRL METAL SDE TBLE,1,295
617,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/4/20,2011/3/30,TAX,LOFT INDSTRL METAL SDE TBLE,0,25.81
618,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/4/20,2011/3/30,LP,2X HI QLTY TBLE LAMPS,1,470
619,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/4/20,2011/3/30,TAX,2X HI QLTY TBLE LAMPS,0,41.12
620,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/4/20,2011/3/31,XX,13x MAUVE MINI BLINDS,1,"2,210"
621,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/4/15,2011/4/5,LP,2XDKW OVATION CONSOLES,1,478
622,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/4/15,2011/4/5,TAX,2XDKW OVATION CONSOLES,0,41.83
623,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/4/15,2011/4/5,LP,2DRWR ZEN DESK,1,649
624,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/4/15,2011/4/5,TAX,2DRWR ZEN DESK,0,56.79
625,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/4/15,2011/4/5,LP,BLK CHANO TV TBLE,1,799
626,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/4/15,2011/4/5,TAX,BLK CHANO TV TBLE,0,69.91
627,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/4/15,2011/4/5,LP,BRAVO DBL DRESSER,1,599
628,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/4/15,2011/4/5,TAX,BRAVO DBL DRESSER,0,52.41
629,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/4/15,2011/4/5,LP,TORINO ARM CHAIR,1,718
630,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/4/15,2011/4/5,TAX,TORINO ARM CHAIR,0,62.83
631,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/4/15,2011/4/5,LP,KATES BOUQUET W/LION VASE,1,365
632,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/4/15,2011/4/5,TAX,KATES BOUQUET W/LION VASE,0,31.94
633,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/4/15,2011/4/5,LP,2X 2DRWR SARDINA NIGHT STAND,1,858
634,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/4/15,2011/4/5,TAX,2X 2DRWR SARDINA NIGHT STAND,0,75.08
635,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/4/15,2011/4/5,LP,BLK DRESSER,1,495
